0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
mild,wetting_drying,flushing,flushing,wetting_drying,mild,wetting_drying,mild,mild,mild,mild,mild,chemical_pulse,mitigated,flushing,flushing,mild,flushing,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,mild,wetting_drying,chemical_pulse,mild,mild,flushing,flushing,mitigated,mitigated,mitigated,mitigated,mitigated,flushing,mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,flushing
mild,mild,wetting_drying,wetting_drying,flushing,flushing,wetting_drying,chemical_pulse,flushing,mild,mild,mild,mild,mitigated,mild,wetting_drying,wetting_drying,mild,chemical_pulse,mitigated,mild,wetting_drying,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild
mild,chemical_pulse,flushing,mitigated,wetting_drying,wetting_drying,mitigated,mild,mild,mild,wetting_drying,wetting_drying,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,flushing,wetting_drying,flushing,mild,mild,mild,mild,wetting_drying,mitigated,mild,mild,wetting_drying,wetting_drying,mild,mild,mild,mild,mitigated,mild,mild,mild,wetting_drying,mild,chemical_pulse,wetting_drying,flushing,mild,wetting_drying,chemical_pulse,mild,mild,mild,mild
mild,mild,mild,wetting_drying,flushing,flushing,wetting_drying,flushing,wetting_drying,flushing,flushing,mitigated,mild,mild,wetting_drying,mild,chemical_pulse,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,flushing,wetting_drying,wetting_drying,mild,mild,mild,flushing,flushing,mild,mild,chemical_pulse,mild,wetting_drying,wetting_drying,mild,wetting_drying,mild,mild,mild,mild
mild,chemical_pulse,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mitigated,mitigated,mild,mild,mild,mitigated,mild,mild,wetting_drying,flushing,mild,mild,mitigated,mild,wetting_drying,wetting_drying,wetting_drying,mild,mild,flushing,wetting_drying,mild,mild,mild,chemical_pulse,chemical_pulse,mitigated,flushing,flushing,flushing,flushing,mild,mild,mild,mild,mild,mild,mild,mild,mitigated
mild,flushing,flushing,chemical_pulse,chemical_pulse,mild,mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,chemical_pulse,flushing,mild,mild,mild,mild,mild,mild,wetting_drying,mild,wetting_drying,wetting_drying,mitigated,mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,flushing,mild,wetting_drying,wetting_drying,mitigated,mild,wetting_drying,wetting_drying,flushing,mild,mild,mild,mild,wetting_drying,mild
mild,mild,mild,wetting_drying,chemical_pulse,chemical_pulse,mild,mild,mild,mild,flushing,flushing,mild,flushing,mild,wetting_drying,mild,wetting_drying,mitigated,mild,mild,mild,wetting_drying,wetting_drying,mild,wetting_drying,flushing,mitigated,flushing,wetting_drying,flushing,mild,mild,mild,wetting_drying,wetting_drying,flushing,flushing,chemical_pulse,mild,mild,mild,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,flushing
mild,mild,chemical_pulse,mild,mild,mild,mild,mild,flushing,flushing,mild,mild,mild,mitigated,wetting_drying,chemical_pulse,chemical_pulse,chemical_pulse,mild,mild,mild,mild,wetting_drying,mild,mild,mild,chemical_pulse,mild,mild,mild,mild,mild,mild,flushing,mild,flushing,wetting_drying,mild,mild,flushing,mild,mild,wetting_drying,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying
mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,chemical_pulse,mild,mild,chemical_pulse,mild,mild,wetting_drying,wetting_drying,flushing,mild,flushing,flushing,mitigated,mild,mild,wetting_drying,flushing,flushing,mild,mild,mitigated,mitigated,mild,mitigated,mitigated,mild,flushing,mild,mild,wetting_drying,chemical_pulse,chemical_pulse,mitigated,mild,mitigated
mild,mild,flushing,wetting_drying,wetting_drying,mild,mild,mild,mild,mitigated,mild,mild,wetting_drying,mild,mild,mild,wetting_drying,mild,mild,mild,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,mild,mitigated,mild,mild,mild,mild,wetting_drying,mild,wetting_drying,wetting_drying,chemical_pulse,chemical_pulse,chemical_pulse,mild,mild,mild,mild,flushing,chemical_pulse,wetting_drying,mild,wetting_drying
mild,mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,mild,mild,wetting_drying,wetting_drying,chemical_pulse,flushing,mild,mitigated,mild,mitigated,mitigated,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,chemical_pulse,wetting_drying,flushing,mitigated,mild,mild,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mitigated,mitigated,mild,mild,flushing,mild
mild,chemical_pulse,mitigated,mitigated,flushing,mild,mild,mild,mild,mild,mild,mild,chemical_pulse,mild,mild,chemical_pulse,mild,mild,wetting_drying,flushing,mild,mild,wetting_drying,wetting_drying,wetting_drying,mild,mild,wetting_drying,wetting_drying,mild,mild,mild,flushing,flushing,mild,mild,mild,mild,mild,mild,wetting_drying,chemical_pulse,mild,mild,mild,mild,mild,chemical_pulse,mitigated,mild,mild
mild,mild,mild,wetting_drying,mitigated,mild,chemical_pulse,chemical_pulse,mild,mild,flushing,mild,flushing,wetting_drying,flushing,wetting_drying,mild,wetting_drying,chemical_pulse,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mild,mild,flushing,mild,mild,mild,mild,chemical_pulse,wetting_drying,wetting_drying,wetting_drying,wetting_drying,mitigated,mild,mild,mild
mild,mild,mild,chemical_pulse,chemical_pulse,wetting_drying,chemical_pulse,wetting_drying,mild,mild,mild,mild,mild,wetting_drying,mild,wetting_drying,wetting_drying,chemical_pulse,flushing,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,flushing,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,mild,wetting_drying,flushing,flushing,mild,mild,mild,mild,mild,flushing,wetting_drying,flushing,mitigated,mitigated,mild
mild,mitigated,wetting_drying,mild,wetting_drying,chemical_pulse,mild,mild,mild,mild,wetting_drying,mild,wetting_drying,mitigated,mild,wetting_drying,flushing,mitigated,mitigated,mitigated,wetting_drying,chemical_pulse,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,chemical_pulse,mitigated,mild,wetting_drying,mild,mild,wetting_drying,chemical_pulse,wetting_drying,wetting_drying,mild,mild,mild,mitigated,mitigated,mild,mild,mild,mild
mild,flushing,wetting_drying,mild,mild,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,flushing,flushing,flushing,chemical_pulse,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,flushing,flushing,mild,flushing,flushing,mild,mild,mild,chemical_pulse,mild,wetting_drying,chemical_pulse,chemical_pulse,mild,mild,mild,mild,flushing
mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,mitigated,mitigated,mild,mild,mild,wetting_drying,wetting_drying,flushing,mild,mild,mitigated,mitigated,mitigated,mild,mild,mild,wetting_drying,chemical_pulse,mild,mild,wetting_drying,wetting_drying,wetting_drying,mild,wetting_drying,wetting_drying,chemical_pulse,wetting_drying,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild
mild,mild,mild,wetting_drying,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,wetting_drying,chemical_pulse,mild,mild,mild,mitigated,mild,mild,mild,mild,mild,mild,wetting_drying,flushing,chemical_pulse,flushing,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,flushing,mild,mild,mild,wetting_drying,chemical_pulse,flushing,mild,mild,mild
mild,mild,mild,mild,wetting_drying,wetting_drying,mild,flushing,mild,wetting_drying,wetting_drying,wetting_drying,mild,mild,flushing,mild,mild,mild,mild,mild,mild,mild,mitigated,wetting_drying,wetting_drying,mild,mild,mild,wetting_drying,mild,mild,chemical_pulse,wetting_drying,flushing,mitigated,chemical_pulse,mild,mild,wetting_drying,wetting_drying,flushing,wetting_drying,wetting_drying,wetting_drying,chemical_pulse,chemical_pulse,mitigated,mild,mild,mild,mild
mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,flushing,flushing,mitigated,mitigated,mitigated,mild,flushing,mild,mild,mild,mild,mild,mitigated,mild,flushing,mild,mild,mild,mild,mild,flushing,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying
mild,mild,mild,mild,mild,mild,mild,chemical_pulse,mild,mild,wetting_drying,wetting_drying,wetting_drying,mild,mitigated,mild,wetting_drying,wetting_drying,mild,mild,mitigated,wetting_drying,wetting_drying,mild,flushing,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mitigated,mild,wetting_drying,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,mild,mild,wetting_drying,wetting_drying
mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,wetting_drying,wetting_drying,wetting_drying,flushing,mitigated,mitigated,mild,mild,mitigated,wetting_drying,mild,mild,mild,mitigated,mitigated,mild,mild,wetting_drying,chemical_pulse,mild,mild,mild,mild,mild,mild,flushing,mitigated,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,mild,flushing,chemical_pulse,mild,mild,flushing,wetting_drying,wetting_drying
mild,mild,mild,mild,mild,mild,mild,chemical_pulse,mild,wetting_drying,chemical_pulse,chemical_pulse,mild,mild,mild,mild,flushing,flushing,mild,wetting_drying,mild,mild,mitigated,mild,mild,mild,mild,flushing,wetting_drying,wetting_drying,mild,mild,mild,flushing,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,flushing,mild
mild,mild,wetting_drying,wetting_drying,mild,mild,mild,mild,mitigated,mild,mild,flushing,mitigated,chemical_pulse,mitigated,mitigated,mild,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,flushing,mild,mild,mild,chemical_pulse,mild,mild,mild,mild,chemical_pulse,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mild
mild,mild,chemical_pulse,mild,mild,mild,mild,mild,mild,mild,mitigated,mitigated,mitigated,mild,wetting_drying,flushing,wetting_drying,wetting_drying,flushing,flushing,mild,mild,mild,flushing,flushing,wetting_drying,mild,mild,mild,mild,chemical_pulse,chemical_pulse,chemical_pulse,flushing,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,mild
mild,mild,wetting_drying,chemical_pulse,mild,chemical_pulse,flushing,mild,mild,mild,mitigated,mild,mild,mild,mild,wetting_drying,flushing,flushing,flushing,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,flushing,chemical_pulse,mitigated,mild,mild,mild,mild,chemical_pulse,chemical_pulse,flushing,mild,mild,mild,flushing,flushing,mild,mild,mild,mild,mild
mild,mild,mild,mild,mild,mild,mild,mild,mild,chemical_pulse,mild,wetting_drying,mild,flushing,flushing,mild,mild,mitigated,mitigated,wetting_drying,mild,mild,mild,mild,mild,mild,mild,chemical_pulse,mitigated,mitigated,flushing,mild,mitigated,mitigated,mitigated,mitigated,mild,mild,mild,mild,mild,mild,mild,chemical_pulse,mild,chemical_pulse,wetting_drying,mild,wetting_drying,wetting_drying,wetting_drying
mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,chemical_pulse,chemical_pulse,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,chemical_pulse,chemical_pulse,mitigated,mitigated,mitigated,mitigated,mild,mild,mild,mild,wetting_drying,wetting_drying,chemical_pulse,mild,mild,mild,mild,mild,flushing,flushing,flushing,mitigated,mild,wetting_drying,mild,mild,mild,mild,mild,mild
mild,flushing,mitigated,mild,mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,mitigated,chemical_pulse,chemical_pulse,wetting_drying,wetting_drying,mild,mild,mild,wetting_drying,wetting_drying,mitigated,mild,wetting_drying,mild,mild,mild,wetting_drying,flushing,flushing,flushing,flushing,flushing,flushing,mild,mild,mild,wetting_drying,mild,mild,mild,mitigated,flushing,mild,mild,mild,mild,mild
mild,mild,mild,wetting_drying,mild,mild,mild,mild,wetting_drying,wetting_drying,mild,wetting_drying,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,wetting_drying,mitigated,mild,mild,chemical_pulse,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mitigated,mitigated,mitigated,mild,mild,mild,mild,mild,mild,mild,mild
mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,mild,mild,mild,mild,flushing,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mitigated,mild,mild,mild,mild,flushing,flushing,flushing,wetting_drying,chemical_pulse,mild,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild
mild,mild,mild,mild,mild,wetting_drying,wetting_drying,mild,mild,chemical_pulse,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,flushing,mild,mild,mild,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,mild,flushing,flushing,mild,mild,flushing,flushing,mild,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,wetting_drying
mild,mild,flushing,mild,mild,mild,mild,mild,mild,flushing,flushing,mild,mild,mild,wetting_drying,flushing,mild,wetting_drying,wetting_drying,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,wetting_drying,mild,flushing,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,wetting_drying,mild,wetting_drying,chemical_pulse,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mitigated
mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mitigated,mild,mild,mild,mild,mild,flushing,flushing,chemical_pulse,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,wetting_drying,chemical_pulse,mild,wetting_drying,mild,mild,mild,mild,mild,flushing,chemical_pulse,mild,wetting_drying
mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,flushing,mild,mild,wetting_drying,wetting_drying,flushing,flushing,mild,mild,mitigated,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mitigated,wetting_drying,wetting_drying,mitigated,mild,wetting_drying,mild,mild,mild,mild,mild,mild,flushing,mild,mild,mild,mild,mild,wetting_drying
mild,mild,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,flushing,flushing,mild,mild,mild,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,flushing,wetting_drying,flushing,mild,mild,mild,mild,mild,mild
mild,flushing,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,chemical_pulse,mild,mild,mild,mild,wetting_drying,wetting_drying,mild,mild,mitigated,mild,mild,mild,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,mitigated,wetting_drying,mitigated,mild,mild,mild,mild,chemical_pulse,mild,mild
mild,mild,wetting_drying,wetting_drying,wetting_drying,mild,flushing,wetting_drying,flushing,wetting_drying,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,flushing,chemical_pulse,wetting_drying,chemical_pulse,mitigated,wetting_drying,chemical_pulse,wetting_drying,wetting_drying,wetting_drying,chemical_pulse,mild,mild,mild,mild,mild,mild,wetting_drying,flushing,mild,wetting_drying,mild,wetting_drying,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,mild,mild
mild,mild,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mild,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,chemical_pulse,mild,mild,mild,mild,mild,wetting_drying,flushing,mild,mild,mild,mild,mild,mitigated,mild,chemical_pulse,mild,mild,mild,chemical_pulse
mild,mild,mild,wetting_drying,wetting_drying,mild,mild,flushing,mild,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mild,mild,chemical_pulse,mild,mild,flushing,flushing,flushing,wetting_drying,wetting_drying,wetting_drying,mild,wetting_drying,wetting_drying,wetting_drying,flushing,chemical_pulse,mild,flushing,mild,wetting_drying,wetting_drying,wetting_drying,mild,mild,mitigated,mild,flushing,flushing,mild
mild,mild,flushing,chemical_pulse,mild,mild,wetting_drying,mitigated,mitigated,mild,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,wetting_drying,mild,mild,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,mitigated,mild,mild,mild,wetting_drying,wetting_drying,mild,mild,mild,wetting_drying,wetting_drying,mild,mild
mild,mild,wetting_drying,mild,mild,mitigated,mild,mild,mild,mild,mild,mild,mild,mitigated,mitigated,wetting_drying,wetting_drying,mild,flushing,flushing,mild,mild,mitigated,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,chemical_pulse,mitigated,mild,mild,mild,mitigated,mild,mild,mitigated,mild,mild,wetting_drying,flushing,mild
mild,mild,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,wetting_drying,flushing,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,flushing,mitigated,mitigated,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,flushing,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,mild,chemical_pulse,wetting_drying,flushing,mild,mitigated,mild,mild,mild
mild,mild,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,mild,flushing,flushing,flushing,mild,mild,mild,mild,mild,mild,chemical_pulse,mitigated,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,flushing,flushing,mild,mild,wetting_drying,chemical_pulse,mitigated,wetting_drying,mild,wetting_drying,wetting_drying,mild,mitigated,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying
mild,mild,mild,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,mild,chemical_pulse,mitigated,wetting_drying,mild,wetting_drying,mitigated,mild,mild,flushing,mild,mild,mild,mild,mild,mild,mild,mild,flushing,mild,mild,mild,flushing,chemical_pulse,mild,mild,flushing,mild,wetting_drying,wetting_drying,chemical_pulse,chemical_pulse,mild,mild,mild,mild,wetting_drying,mitigated,mild
mild,mild,mild,mild,mild,mild,mild,flushing,wetting_drying,flushing,flushing,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,flushing,flushing,chemical_pulse,mild,mild,wetting_drying,mitigated,mild,mild,mild,chemical_pulse,mild,mild,flushing,chemical_pulse,wetting_drying,flushing,mild,mild,mild,chemical_pulse,chemical_pulse,chemical_pulse,flushing,wetting_drying,wetting_drying,mild,mild,mitigated,mild
mild,chemical_pulse,chemical_pulse,mitigated,mitigated,mitigated,mitigated,mild,mild,mild,mild,mild,mild,mitigated,flushing,flushing,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mitigated,mild,flushing,mild,mild,mild,mild,mild,mild,chemical_pulse,mild,mild,wetting_drying,wetting_drying,flushing,chemical_pulse,mitigated,mitigated,wetting_drying,mild
mild,mild,wetting_drying,flushing,mild,wetting_drying,wetting_drying,flushing,flushing,mitigated,mitigated,chemical_pulse,mitigated,mild,mild,wetting_drying,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,wetting_drying,wetting_drying,mild,mild,mild,wetting_drying,mitigated,mild
mild,mild,mild,mild,mild,mitigated,mild,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,mild,mild,mild,wetting_drying,mild,mild,mild,mitigated,chemical_pulse,mild,mild,mild,mild,mild,mild,mild,mild,mild,flushing,mild,mild,mitigated,mild,chemical_pulse,mild,flushing,wetting_drying,wetting_drying,flushing,mild,mild,mild,flushing
mild,mild,mild,mild,mild,mild,mild,mild,chemical_pulse,mitigated,mild,mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,flushing,mild,mild,mild,mild,wetting_drying,wetting_drying,mild,chemical_pulse,wetting_drying,wetting_drying,wetting_drying,wetting_drying,flushing,mitigated,mild,mild,wetting_drying,wetting_drying,chemical_pulse,flushing,flushing,flushing,mitigated,mitigated,mild,flushing,mitigated,mild,mild,mild,mild
mild,mild,flushing,mild,mild,wetting_drying,wetting_drying,flushing,mild,mild,mitigated,mild,flushing,flushing,wetting_drying,mild,mild,flushing,mild,mild,mild,mild,mild,flushing,wetting_drying,chemical_pulse,wetting_drying,wetting_drying,chemical_pulse,mild,mild,wetting_drying,wetting_drying,mild,mild,wetting_drying,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,mild,mild,mild,mild,wetting_drying,wetting_drying,mild,mild
mild,mitigated,mild,mitigated,mild,mild,mild,mild,mild,mild,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,wetting_drying,wetting_drying,mild,mild,mitigated,mitigated,mitigated,mild,mild,flushing,flushing,flushing,chemical_pulse,mild,wetting_drying,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild
mild,mild,flushing,wetting_drying,mild,mild,mild,mitigated,mild,mild,mild,wetting_drying,chemical_pulse,chemical_pulse,mild,mild,mild,mild,mild,chemical_pulse,mild,flushing,mild,flushing,mild,mild,mild,mild,wetting_drying,mitigated,wetting_drying,wetting_drying,wetting_drying,wetting_drying,wetting_drying,mild,mild,mild,flushing,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild
mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,wetting_drying,wetting_drying,mitigated,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,flushing,mild,mild,mild,mild,mild,mitigated,mitigated,mild,flushing,mild,mild,flushing,mitigated,mild,wetting_drying,mild,mild,mild
mild,mild,wetting_drying,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,mild,wetting_drying,mild,wetting_drying,mitigated,mild,mild,mitigated,mitigated,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,mild,mild,mild,mild,wetting_drying,mild,flushing,chemical_pulse,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,mild
mild,mild,mild,wetting_drying,flushing,flushing,flushing,mild,wetting_drying,flushing,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,chemical_pulse,mild,mild,mild,mild,mild,mild,flushing,mild,mild,wetting_drying,wetting_drying,mild,flushing,wetting_drying,wetting_drying,mild,mild,wetting_drying,mild,mitigated,chemical_pulse,mild,mild,mild,chemical_pulse,wetting_drying
mild,mild,mitigated,mitigated,mild,mild,flushing,flushing,mild,mild,mild,mild,mild,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mitigated,mitigated,mild,mitigated,mild,mild,mild,wetting_drying,mitigated,mitigated,mitigated,mitigated,mild,wetting_drying,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild
mild,wetting_drying,flushing,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mitigated,mitigated,mild,mild,mild,mild,wetting_drying,wetting_drying,mild,mild,mild,flushing,flushing,mild,mild,mild,mild,mild,mild,flushing,mild,chemical_pulse,wetting_drying,mild,mild,mild,wetting_drying,chemical_pulse,mild,mild,mild,wetting_drying,mild,mitigated,mild
mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,flushing,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,wetting_drying,flushing,flushing,mild,mild,mild,mild,wetting_drying,chemical_pulse,chemical_pulse,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mitigated,mild,mitigated,flushing,wetting_drying,wetting_drying
mild,mild,mild,wetting_drying,mild,mild,flushing,wetting_drying,flushing,flushing,mild,mild,mild,mild,mild,mild,mild,mild,flushing,wetting_drying,wetting_drying,chemical_pulse,mild,mild,wetting_drying,wetting_drying,wetting_drying,wetting_drying,mild,mild,mild,mild,flushing,mild,wetting_drying,mitigated,mild,mild,mild,mild,mild,flushing,mild,mild,mitigated,mild,mild,mild,mild,mild,wetting_drying
mild,wetting_drying,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,flushing,mild,chemical_pulse,chemical_pulse,chemical_pulse,mild,wetting_drying,mild,mild,mild,mild,wetting_drying,mild,mild,mild,chemical_pulse,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,wetting_drying,mild,mild,mild,mild,mild,mild,mitigated,mild,mild
mild,mild,mild,mild,chemical_pulse,mild,mild,mild,mitigated,mitigated,mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,mild,chemical_pulse,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,wetting_drying,wetting_drying,mitigated,wetting_drying,wetting_drying,mild,mild,mild,wetting_drying,flushing,mild,mild,mild,mild,wetting_drying,chemical_pulse,mitigated,mitigated,mild,mild,mild,mild
mild,mild,wetting_drying,flushing,mild,mild,wetting_drying,mild,flushing,flushing,mild,mild,mild,wetting_drying,mild,chemical_pulse,flushing,flushing,flushing,mild,mild,mild,mild,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,flushing,flushing,flushing,mild,mild,mild,mild,mild,mitigated,mitigated,mitigated,mitigated,mild,mild,mitigated
mild,wetting_drying,mild,mild,mild,mild,mild,mild,mild,mild,wetting_drying,mild,mild,mild,flushing,flushing,flushing,mild,mitigated,mitigated,mild,mild,mild,mild,flushing,wetting_drying,flushing,mild,flushing,mild,mild,mild,mild,mild,mild,mild,wetting_drying,wetting_drying,chemical_pulse,chemical_pulse,chemical_pulse,flushing,chemical_pulse,mild,mild,mild,mild,mild,mild,wetting_drying,mild
mild,mild,flushing,mild,mild,chemical_pulse,mitigated,mitigated,mild,mild,mild,mild,mild,mild,mild,mild,mitigated,mitigated,mitigated,mitigated,chemical_pulse,wetting_drying,mitigated,mild,mild,mild,mild,wetting_drying,wetting_drying,flushing,flushing,wetting_drying,wetting_drying,wetting_drying,flushing,flushing,flushing,mild,mild,mitigated,wetting_drying,wetting_drying,wetting_drying,mild,mild,mitigated,mild,wetting_drying,mild,wetting_drying,wetting_drying
